val0,val1,val2,val3,val4,val5,val6,val7,val8,val9,val10,val11,val12,val13,val14,val15,val16,val17,val18,val19,val20,val21,val22,val23,val24,val25,val26,val27,val28,val29,val30,val31,val32,val33,val34,val35,val36,val37,val38,val39,val40,val41,val42,val43,val44,val45,val46,val47,val48,val49,val50,val51,val52,val53,val54,val55,val56,val57,val58,val59,val60,val61,val62,val63,val64,val65,val66,val67,val68,val69,val70,val71,val72,val73,val74,val75,val76,val77,val78,val79,val80,val81,val82,val83,val84,val85,val86,val87,val88,val89,val90,val91,val92,val93,val94,val95,val96,val97,val98,val99
0,0,0,14,5,0,0,0,0,3,0,140,161,0,8,8,0,0,0,0,0,0,0,3,11,10,103,1,9,7,140,13,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,22,0,0,0,0,0,0,14,19,0,0,0,22,1,0,0,0,0,0,13,22,55,13,12,0,0,0,0,1,2,3,0,3,2,6,0,1,8,49,5,0,0,55,25,0
0,0,0,11,1,0,0,0,1,1,1,87,59,0,4,6,0,0,0,0,0,0,0,4,11,12,73,1,14,3,123,14,1,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43,12,1,0,0,0,0,1,10,20,1,1,0,12,3,0,0,0,0,0,34,59,205,26,16,0,0,0,0,0,2,1,0,1,1,5,1,0,7,52,10,0,0,40,34,1
0,0,0,13,2,0,0,0,0,0,1,93,95,0,5,1,0,0,0,0,0,0,0,2,19,20,64,0,10,3,117,8,0,1,1,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51,25,0,0,0,0,0,0,7,13,0,0,0,19,0,0,0,0,0,0,35,41,155,24,16,0,0,0,0,0,0,2,0,2,1,2,0,0,5,58,4,0,0,41,41,0
0,0,0,8,2,0,0,0,0,0,0,105,47,0,4,5,0,0,0,0,0,0,0,5,27,8,86,0,15,6,105,9,0,0,2,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,15,0,1,0,0,0,0,9,14,0,0,0,34,2,0,0,0,0,0,52,62,177,16,10,0,0,0,0,0,3,6,0,2,0,3,0,0,10,47,5,0,0,40,45,0
0,0,0,13,2,0,0,0,0,2,0,88,57,0,5,8,0,0,0,0,0,0,0,8,13,9,74,1,13,4,101,15,0,0,1,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47,19,0,0,0,0,0,0,4,15,0,0,0,31,0,0,0,0,0,0,34,54,172,17,15,0,0,0,0,0,1,1,0,2,0,3,1,0,5,72,3,0,0,65,44,0
0,0,0,14,0,0,0,0,0,1,0,92,49,0,9,3,0,0,0,0,0,0,0,2,10,21,56,0,22,7,101,14,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,9,0,0,0,0,0,0,8,11,0,0,0,17,1,0,0,0,0,0,46,61,171,20,22,0,0,0,0,0,0,0,0,0,0,5,0,0,5,72,8,0,0,58,43,0
0,0,0,10,3,0,0,0,0,2,0,135,131,0,5,3,0,0,0,0,0,0,0,5,23,20,65,0,10,3,47,9,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,15,0,0,0,0,0,0,14,22,0,0,0,22,1,1,0,0,0,0,82,95,101,13,4,0,0,0,0,0,2,3,0,2,0,4,0,1,5,49,11,0,0,30,39,0
0,0,0,5,1,0,0,0,0,1,0,114,164,0,5,5,0,0,0,0,0,0,1,5,36,18,51,0,19,6,33,7,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,13,0,0,0,0,0,0,14,9,0,0,0,38,0,0,0,0,0,0,55,62,85,23,18,0,0,0,0,0,1,1,0,4,4,9,0,0,17,36,7,0,0,38,46,0
0,0,0,16,2,1,0,0,0,3,1,117,120,0,3,7,1,0,0,0,0,0,0,8,22,18,44,0,7,3,36,3,1,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,16,0,0,0,0,0,0,8,21,0,0,0,13,2,1,0,0,0,1,65,99,122,26,16,0,0,0,0,0,1,5,0,5,7,3,0,0,3,61,8,0,0,51,29,0
0,1,0,8,1,1,0,0,0,1,1,107,162,0,7,7,0,0,0,0,0,0,0,3,28,16,49,0,8,7,50,3,0,0,5,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,20,0,0,0,0,0,0,10,15,0,0,0,26,2,0,0,0,1,0,81,81,83,26,7,0,0,0,0,0,1,3,0,1,1,5,0,1,7,43,7,0,0,45,45,0
1,0,0,7,1,0,0,0,1,1,0,88,148,0,10,14,0,0,0,0,0,0,1,9,28,13,83,0,6,3,49,6,1,0,1,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56,15,0,0,0,0,0,0,11,11,0,0,0,27,1,0,1,0,0,0,79,79,98,20,10,0,0,1,0,0,5,3,0,3,1,8,0,0,6,40,7,0,0,36,45,1
0,0,0,14,4,0,0,0,0,1,1,101,36,0,4,4,0,0,0,0,0,0,0,10,77,15,88,0,14,4,49,4,1,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,70,27,0,0,0,0,0,0,13,14,0,0,0,29,1,0,0,0,1,0,13,18,114,30,21,0,0,0,1,0,2,4,0,1,0,2,0,0,7,103,8,0,0,49,79,0
0,0,0,12,3,0,0,1,1,6,1,99,32,0,5,5,0,0,0,0,0,0,0,19,85,24,92,0,16,5,58,4,1,0,0,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,58,16,0,0,0,0,0,0,11,14,0,0,0,32,0,0,0,0,0,0,4,41,117,19,25,0,0,1,0,0,3,4,0,2,1,5,1,0,16,73,11,0,0,54,60,0
0,0,0,9,1,0,0,1,1,1,0,88,32,0,6,2,0,0,1,0,0,0,0,14,90,23,90,1,9,6,72,3,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,11,0,0,0,0,0,0,14,7,0,0,0,35,2,0,0,0,0,0,10,26,160,26,13,0,0,0,0,0,1,5,0,9,1,2,0,0,7,77,12,0,0,66,66,0
0,0,0,13,3,0,0,0,0,4,1,75,63,0,8,4,1,0,0,1,0,0,0,13,86,9,93,0,13,7,46,9,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71,15,0,0,0,1,0,0,9,14,0,0,0,37,2,0,0,0,0,0,9,27,117,13,20,0,0,0,0,0,3,2,1,3,1,4,0,0,7,100,6,0,0,69,65,0
0,0,0,9,2,0,0,1,0,5,0,94,48,0,15,6,0,0,0,1,0,0,0,28,87,9,74,0,6,5,48,4,0,0,1,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,46,20,0,0,0,0,0,0,11,20,0,0,1,39,2,0,0,0,0,0,3,43,154,19,15,1,0,0,0,0,3,1,1,3,1,2,1,0,7,50,7,0,0,63,78,0
0,0,0,15,2,0,0,0,0,1,1,76,25,1,6,4,0,0,0,0,0,1,0,7,28,19,139,1,5,4,1,0,2,0,3,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,22,0,0,0,0,0,0,8,12,0,0,1,20,1,0,0,0,0,0,41,58,133,22,34,0,0,0,0,0,1,3,0,3,1,6,0,0,13,85,8,0,0,41,28,0
0,0,0,18,2,0,0,0,1,1,0,99,17,0,13,11,0,0,1,1,0,0,0,10,17,14,112,0,29,7,1,0,0,1,4,104,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,70,21,0,0,0,0,0,0,1,14,0,0,0,38,1,0,0,0,0,0,29,45,89,24,23,0,0,0,0,0,1,0,0,2,5,7,0,0,9,80,14,0,0,57,53,0
0,0,1,11,2,0,0,1,0,2,0,94,27,0,3,11,0,0,0,0,0,0,0,6,23,21,66,0,15,3,0,1,0,0,5,101,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,66,20,0,0,0,0,0,0,13,8,0,0,0,34,1,0,0,0,0,0,24,66,128,41,23,0,0,0,0,0,0,7,0,2,0,1,0,0,6,79,14,0,0,77,40,0
0,0,0,7,4,0,0,0,1,3,0,119,23,0,14,13,0,0,0,0,0,1,0,10,32,17,83,0,16,7,0,0,1,0,9,88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66,16,0,0,0,0,0,0,13,16,0,0,0,30,1,0,1,0,0,0,23,48,124,25,19,0,0,0,0,1,2,3,1,1,4,4,0,0,16,68,10,0,0,57,48,0
0,0,0,5,2,0,0,0,0,4,0,127,27,0,13,3,0,0,0,0,0,0,0,1,39,22,68,0,9,10,0,2,1,0,4,84,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,82,14,0,0,0,0,0,0,10,13,0,0,0,21,0,0,0,0,0,0,26,55,122,43,9,0,0,0,0,0,3,4,0,4,2,6,1,0,10,61,7,0,0,70,59,0
0,0,1,8,1,0,0,0,1,2,1,119,94,0,5,8,1,0,1,0,0,1,0,6,22,16,87,1,13,3,64,9,1,0,4,40,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,114,14,0,0,0,0,1,0,5,14,0,1,0,32,2,1,0,0,0,0,10,28,134,11,8,1,0,0,0,0,1,1,1,4,3,3,0,0,7,46,8,0,0,44,47,0
0,0,0,7,2,0,0,1,0,1,0,91,93,0,6,8,0,0,0,0,0,0,1,4,11,12,67,0,21,2,124,17,1,0,2,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,51,16,0,0,0,0,0,0,8,12,0,1,0,24,2,0,0,0,0,0,21,42,114,24,15,0,0,0,0,0,1,4,1,7,2,6,0,1,4,102,6,0,0,30,42,0
0,0,0,13,2,0,0,0,1,0,0,109,104,0,3,4,0,0,0,0,0,1,0,5,12,17,73,0,27,4,84,8,0,0,2,59,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,63,18,0,0,0,1,0,0,14,8,1,0,0,18,2,0,0,0,0,0,11,43,118,22,12,0,0,0,1,0,2,4,0,6,6,4,0,0,4,48,8,0,1,61,44,0
0,0,0,11,3,0,0,0,0,0,0,155,114,0,8,11,0,0,0,0,0,0,0,2,17,18,49,0,17,11,86,13,0,0,3,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,15,0,0,0,0,0,0,7,22,0,0,0,17,1,0,0,0,0,0,13,36,135,15,6,0,0,0,0,0,4,2,0,1,1,4,0,0,5,57,13,0,0,33,44,0
0,0,0,17,1,0,1,1,1,1,1,133,81,1,6,12,0,0,0,0,2,0,0,2,14,17,85,0,19,5,104,11,1,0,2,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,14,0,0,0,0,0,0,6,8,0,0,0,19,2,0,0,0,1,0,21,30,141,24,11,1,0,0,0,0,2,2,0,1,2,2,0,0,6,58,6,0,0,43,47,1
0,0,0,11,1,0,0,0,0,3,0,87,89,0,11,10,0,0,0,0,0,0,0,11,52,17,66,0,9,2,20,6,0,0,2,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,10,0,0,0,0,0,0,6,9,0,0,0,37,0,0,0,0,0,0,32,76,173,19,8,0,0,0,1,0,1,4,0,2,2,1,0,0,5,49,5,0,0,43,49,0
0,0,0,9,1,0,0,0,0,0,0,89,66,0,8,7,1,0,0,0,0,0,0,7,52,18,64,0,15,3,18,4,1,0,7,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,18,0,0,0,0,0,0,13,20,0,0,0,18,1,0,0,0,0,0,43,75,136,20,16,0,0,0,0,0,1,2,0,1,1,5,0,0,4,75,5,0,0,54,46,0
0,0,0,5,1,0,0,0,0,1,0,83,112,0,4,4,0,0,0,0,0,0,0,6,50,16,63,0,16,5,21,3,0,0,1,80,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45,20,0,0,0,0,0,0,5,14,0,0,0,26,1,0,0,0,0,0,43,67,131,22,16,0,0,0,0,0,3,0,0,4,5,5,0,0,6,55,7,0,0,48,50,0
0,0,0,7,2,0,0,0,0,1,0,78,110,0,5,3,0,0,0,0,0,0,0,9,49,16,43,0,11,4,30,3,0,0,1,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,15,0,0,0,0,0,0,6,9,0,0,0,19,2,0,0,0,0,0,51,90,169,21,14,0,0,0,0,0,2,2,0,0,2,7,0,0,2,45,6,0,0,46,61,0
0,0,0,10,1,0,0,0,0,3,0,79,48,0,6,7,0,0,0,0,0,0,0,8,50,15,48,0,9,11,23,1,1,0,6,75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43,15,0,0,0,0,0,0,6,16,0,0,0,16,1,0,0,0,0,0,33,88,197,29,9,0,0,0,0,0,1,1,0,2,3,10,0,0,7,43,6,0,0,51,65,0
0,0,0,9,1,0,0,0,0,2,1,108,36,0,5,9,0,0,0,0,1,0,0,15,70,24,124,0,13,2,63,6,1,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,18,0,1,0,0,0,0,6,10,1,0,1,24,1,0,0,0,0,0,2,39,217,14,26,1,0,1,0,0,2,1,1,2,3,1,0,0,4,91,9,0,0,10,18,0
0,0,0,19,1,0,0,1,0,0,0,107,23,0,7,18,0,0,0,0,0,0,0,14,73,24,107,0,18,4,49,3,3,1,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,24,0,0,1,0,0,0,10,10,0,0,0,29,1,0,0,0,0,1,2,37,211,31,19,0,0,1,0,0,3,1,0,1,2,12,0,0,4,55,7,0,0,15,24,0
0,0,0,13,2,0,0,0,0,0,1,112,25,1,7,13,0,0,0,0,0,1,0,31,79,14,87,0,29,2,42,6,1,0,2,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,13,0,0,0,0,0,0,22,20,1,0,1,31,2,0,0,0,0,0,1,29,217,19,20,0,0,0,0,0,1,2,0,0,1,8,0,0,9,74,8,1,0,9,12,0
0,0,0,13,3,0,0,0,0,1,0,130,32,0,5,14,0,0,0,0,0,0,0,8,76,29,99,0,16,4,46,4,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,64,22,0,0,0,0,0,1,14,22,0,0,1,33,1,0,0,0,0,0,2,44,189,22,10,0,0,0,1,0,1,0,0,1,2,5,0,0,6,83,8,0,1,14,11,0
0,0,0,25,0,0,0,0,0,1,1,122,33,0,9,10,0,0,0,0,0,0,0,14,67,20,70,0,17,5,54,10,1,0,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70,14,0,1,0,0,0,0,21,12,0,1,0,28,1,0,0,0,0,0,1,28,207,30,12,0,0,0,0,0,1,2,0,2,2,4,0,0,8,89,10,0,0,14,14,0
0,0,1,14,0,0,0,0,0,2,0,77,19,0,4,6,1,0,0,1,0,0,0,7,70,7,95,1,12,4,47,4,0,0,9,178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,56,6,0,0,0,0,0,0,7,10,1,1,0,23,0,0,0,1,0,0,34,25,68,15,33,0,0,0,0,0,2,4,0,9,2,1,0,0,6,77,4,0,0,68,33,0
0,0,0,6,0,1,0,0,0,4,0,103,23,0,7,6,0,0,0,0,0,0,0,19,78,15,103,1,14,4,27,10,1,0,7,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,15,0,0,0,0,0,0,7,14,1,0,0,29,1,0,0,0,1,0,27,39,37,13,16,0,0,0,0,0,9,4,0,4,3,4,0,0,19,82,8,0,0,48,35,0
0,0,0,13,2,0,1,0,1,5,0,83,27,0,6,4,0,0,0,0,0,0,0,14,112,25,58,1,13,6,50,6,0,0,4,163,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,20,0,0,0,1,0,0,5,32,0,0,0,25,1,0,0,0,0,0,24,37,42,12,18,1,0,0,0,0,0,1,0,3,1,6,0,1,10,72,5,0,0,54,44,0
0,0,0,11,1,0,0,0,1,2,0,106,21,0,11,6,0,0,1,0,0,0,0,9,75,10,81,1,4,2,28,5,0,0,12,177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57,19,0,1,0,0,1,0,13,18,0,0,0,22,2,0,0,1,0,0,26,42,34,10,12,1,0,0,0,0,4,5,0,3,1,3,0,0,10,71,8,0,1,63,59,0
0,0,0,5,3,0,0,0,1,2,0,103,34,0,14,9,0,0,0,0,0,0,0,14,79,23,49,1,5,3,51,7,0,1,10,155,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,53,9,1,0,0,0,0,0,14,14,0,0,1,22,0,0,0,0,0,0,39,29,41,13,21,1,0,0,0,0,2,2,1,3,1,6,0,0,17,57,11,0,0,53,68,0
0,0,0,4,4,0,0,0,0,2,0,110,48,0,12,10,0,1,0,0,0,0,0,12,47,13,98,0,10,2,0,0,0,0,6,127,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,52,13,0,0,0,0,0,0,16,17,0,0,0,25,2,1,0,1,0,0,18,38,105,18,24,0,0,0,1,0,1,4,0,4,1,1,0,0,12,47,16,0,1,58,64,0
0,0,0,5,2,0,0,0,1,1,0,96,42,0,6,11,0,0,0,0,0,0,0,8,46,26,32,1,9,4,0,0,1,0,6,176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,26,0,0,0,0,0,0,13,10,0,0,0,42,0,0,0,0,0,0,16,31,122,32,11,0,1,0,0,0,2,2,0,1,2,1,1,0,15,55,10,0,0,65,71,1
1,0,0,12,1,0,0,0,0,1,0,136,39,1,3,9,0,0,0,0,0,0,0,16,30,12,73,1,22,3,0,1,2,0,8,121,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,61,14,0,0,0,0,0,0,6,13,0,0,0,43,0,0,1,0,0,0,9,31,121,30,16,0,0,0,0,1,4,6,1,3,2,2,0,1,9,59,1,0,0,75,50,0
0,0,0,7,3,0,0,0,1,6,0,148,61,0,4,4,0,0,1,0,0,0,0,4,29,23,80,0,10,2,0,1,0,0,7,130,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,57,13,0,1,1,0,0,0,15,24,0,0,0,27,1,0,0,0,0,0,22,32,82,20,22,0,1,0,0,0,2,2,0,1,1,2,0,0,4,46,13,0,0,91,49,0
0,0,0,1,0,0,0,0,0,9,0,111,32,0,7,6,1,0,0,0,0,0,0,14,39,34,84,1,23,1,0,0,0,1,10,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,19,0,0,0,0,0,0,14,7,0,0,0,19,1,0,1,0,0,1,20,42,84,21,12,0,0,0,0,0,2,4,1,8,0,2,0,0,9,55,7,0,0,86,53,1
0,0,1,4,5,0,1,0,0,2,0,86,73,1,6,7,0,0,0,0,0,0,0,2,2,7,137,1,17,3,30,1,1,0,3,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,33,0,0,0,0,0,0,6,22,0,1,1,21,2,0,0,0,0,0,40,58,50,26,18,0,0,0,0,0,2,7,1,4,2,1,1,0,10,50,5,0,1,84,52,0
0,0,0,9,2,0,0,1,0,2,0,113,88,0,2,3,0,0,2,0,0,0,0,3,8,20,77,1,20,7,10,2,1,0,3,94,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81,9,0,0,0,0,1,0,8,14,0,0,0,32,0,1,0,0,0,0,64,62,97,9,16,0,0,0,0,0,2,2,0,3,1,4,0,0,10,70,7,0,0,45,42,1
0,0,0,10,2,0,0,0,0,2,0,123,86,1,11,10,0,0,0,0,0,1,0,1,5,13,95,1,17,9,25,3,0,0,2,70,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,65,19,0,0,0,0,1,0,11,11,0,0,0,29,1,0,0,0,0,1,57,74,57,17,17,0,0,0,0,0,0,2,1,2,8,7,0,0,13,76,11,0,0,34,43,0
0,0,0,11,2,0,0,0,1,0,0,120,80,0,15,5,0,0,0,0,0,0,0,2,4,11,92,0,19,4,16,2,0,0,9,101,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,61,16,0,0,0,0,0,0,6,11,0,0,0,31,2,0,0,0,0,1,96,70,61,19,9,0,0,0,1,0,4,4,0,0,2,4,0,0,2,59,3,0,0,37,48,0
1,0,0,13,1,0,0,0,0,1,0,114,74,0,11,8,0,0,0,0,0,0,1,2,5,15,72,0,15,3,21,1,0,0,4,87,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,83,21,0,0,0,0,0,0,8,14,0,0,1,40,2,1,0,1,0,0,55,74,67,19,7,1,1,0,0,0,4,6,0,2,1,1,0,0,4,83,6,0,0,47,47,0
0,1,0,6,2,1,0,0,0,4,0,124,96,0,5,6,1,0,0,1,0,0,0,2,32,10,87,1,13,2,7,2,0,0,2,56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94,16,0,0,0,0,0,1,16,15,0,0,0,27,1,0,0,0,0,0,75,78,132,16,16,0,0,0,0,0,1,2,1,9,2,2,0,0,12,48,6,0,0,2,19,1
0,0,0,15,2,0,0,0,1,1,1,127,122,0,11,10,0,0,0,0,0,0,0,1,16,23,62,0,13,6,10,1,1,0,2,93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,62,10,0,1,0,1,0,0,10,16,0,0,0,21,1,1,0,0,0,0,82,62,147,25,4,0,1,0,0,0,4,0,0,5,2,3,1,0,2,58,8,0,0,2,2,0
